Name,Lyrics
Dedicate,"If it wasn't for Wayne, it wouldn't be
You tatted your face
Bugatti, new boo
You screamed ""Suu-Whoop""
Yeah, yeah, yeah, yeah
You bought a Bugatti, so you can flex
Most of the bad bitches your ex
Tattoos, Suu-Whoop, Bugatti, new boo
New subject, new paper, new Class, new school
New buddies, new haters, new ass, new boobs
Much later, too soon, too bad, too cool
Too hot, too lit, too high to move
Two eyes to view, but too blind to bloom
Who lied to you?
Two middle fingers that's up high to whom
It may consume, kaboom, goddamn
Who knew that I am the guru with voodoo
That sued you with to high hell
With shooters that shoot through the iron, man and see through the con man
And now he a dyin' man
I turned a goddamn into a God's Plan
Go over to diagram and get to the job man
Watch for the spycam
Sit back and watch and do not watch your watch hand
Give me some time, man
I am the bomb, man
I am gon' swim 'til I come out on dry land or on the fryin' pan
No we did not land on Plymouth Rock
But it landed on our land, now I'm just buyin' land
Back to the block where they got more rock fans
Than a fuckin' rock band under a rock, man
We need Barack, man
I do what I can to keep it solid as a you know what I'm sayin'
With some rock playin'
You tatted your face and changed the culture (you changed)
You screamed ""Suu-Whoop"" and them gangsters loved you (yeah, yeah)
You bought a Bugatti so you could flex (so you can flex)
And most of the bad bitches your ex
I started this shit, you just part of this shit
I'm the heart of this shit, and the heart doesn't skip
Take the heart of yo' bitch
'Cause like Bart, you a simp
And your water don't drip so your garden ain't shit
You just countin' the money, I'm drownin' in money
Like ""Where the fuck is the lifeguard in this bitch?""
I go Mars in this bitch, watch me orbit and shit
For the art of this shit, Andy Warhol and shit
Go retarded as shit, you go sweet tangy
I go tart on this shit, I'ma barf on this shit
I'm a martian and shit, you a orphan' lil' bitch
If I taught you some shit, that's like Harvard lil' bitch
You ain't talkin' 'bout shit but you softer than shit
Walk it like you talk it, now you walkin' in shit
I go Marvel movie on some marvelous shit
In the spot light too long should be darker than this
It's Tha Carter, lil' bitch
You tatted your face and changed the culture (you changed)
You screamed ""Suu-Whoop"" and them gangsters loved you (yeah, yeah)
You bought a Bugatti so you could flex (so you can flex)
And most of the bad bitches your ex
I started this shit, they borrowed this shit
I thought of this shit, they thought it was it
I'm doggin' this shit, they bark and they sit
Put a fork in that shit, which drawer to look in
I brought in this shit, the starters get benched
The orders get sent, then targets get hit
Billion dollar smile, I sell myself short if I grin
I'm bargainin' then
Apartments and shit, I could park in this shit
In the foreign car that I could talk to and shit
With a cultural bitch I can talk to and shit
'Bout the culture and shit, how I altered this shit
Tattoos, Suu-Whoop, Bugatti, new boo
Tattoos, Suu-Whoop, Bugatti, new boo
Tattoos, Suu-whoop, Bugatti, new boo
All of that shit, just tha Carter lil' bitch
You changed, Suu-whoop (you tatted your face)
Bugatti, new boo (you screamed ""Suu-whoop"")
Tattoos, Suu-whoop, Bugatti, new boo
Tattoos, Suu-whoop, Bugatti, new boo
Tunechi
(If it wasn't for Wayne, it wouldn't be)
They might think they've got a pretty good jump shot
Or a pretty good flow
But our kids can't all aspire to be LeBron or Lil Wayne!"
Slide off of Your Satin Sheets,"What a beautiful mansion he built you
Splendor Lord you got it wall to wall
And yet with all of that you're still not happy
'Cause every time he's gone I get your call
Slide off of you satin sheets
Slip into your long soft mink
You know where to find my door
And I know what your cryin' for
Slide off of you satin sheets
Slip into your long soft mink
You know where to find my door
And I know what your cryin' for
Baby you once told me I was good for nothin'
And you couldn't live on dreams and crystal balls
His money buys you everything but my lovin'
So I guess I'm good for something after all
Slide off of you satin sheets
Slip into your long soft mink
You know where to find my door
And I know what your cryin' for
Slide off of you satin sheets
Slip into your long soft mink
You know where to find my door
And I know what your cryin' for"
Soun tha mi primer amor,"Busco, busco un recipiente
Donde colocar el presente, precente
Que traigo en la mano derecha
Y que el conyuge dice que llaman, amor, amor, amor...
O pasión, confusión o temor,
O una copa de vino, o un ramo de flor
O una carta de diga cosas de la vida en prosa
Y acabe diciendo: Por siempre
Y si te regalo mi amor
Y si te regalo mi primer amor
Envuelto en una caja
Marcada con tu nombre
Gritando para siempre
Y antier por la noche, entre estrallas de whisky
El cansansio de ambos, se posa en las duras banquetas
Me paresiste un frasco, donde colocarlo, por medio de besos
Por medio de versos que te hago los dos
Con mi boca en forma de trompeta
Y que toca y que toca una nota en tu labio de abajo
Las otras se me queman en la mitad de la lengua
Y si te regalo mi amor
Y si te regalo mi primer amor
Envuelto en una caja
Marcada con tu nombre
Gritando para siempre
Y si te regalo mi amor
Y si te regalo mi primer amor
Envuelto en una caja
Marcada con tu nombre
Gritando para siempre"
Shout Out to My Ex,"Busco, busco un recipiente
Donde colocar el presente, precente
Que traigo en la mano derecha
Y que el conyuge dice que llaman, amor, amor, amor...
O pasión, confusión o temor,
O una copa de vino, o un ramo de flor
O una carta de diga cosas de la vida en prosa
Y acabe diciendo: Por siempre
Y si te regalo mi amor
Y si te regalo mi primer amor
Envuelto en una caja
Marcada con tu nombre
Gritando para siempre
Y antier por la noche, entre estrallas de whisky
El cansansio de ambos, se posa en las duras banquetas
Me paresiste un frasco, donde colocarlo, por medio de besos
Por medio de versos que te hago los dos
Con mi boca en forma de trompeta
Y que toca y que toca una nota en tu labio de abajo
Las otras se me queman en la mitad de la lengua
Y si te regalo mi amor
Y si te regalo mi primer amor
Envuelto en una caja
Marcada con tu nombre
Gritando para siempre
Y si te regalo mi amor
Y si te regalo mi primer amor
Envuelto en una caja
Marcada con tu nombre
Gritando para siempre"
Hypebeat,"Faster, farther, longer, harder
I just wanna grow and grow
Beauty, light and crushing life
Wanna feel more and more
In hyperspace, electric life is in my brain
In hyperspace, spend all my nights and all my days
With you
With you
My life is hyperspace, summer days out of phase from the praise
Gamma rays touching base just in case tidal waves
Fueling hate, time it takes, overlaid, mutilated
Take your pay, celebrated, let your mind disintegrate
(What's going on?) I'm concentrating (Where you at?) I'm navigating
I'm losing form, it's all resonating, no recant, articulated
Infrastructure all outdated, this could all be a simulation
User needs to be intimidated, they won't know when they're invalidated
In hyperspace, spend all my nights and all my days
With you
With you
With you
With you"
Oh Honey,"Oh honey
When I get lost, feel I've been crossed
She will be my salvation
When I feel low, I've nowhere to go
She'll be my inspiration
Yeah, when my poor heart is breakin' apart
She'll pout it back together
She ain't the kind to show off her mind
But talkin' of love she's clever, yeah
Oh, honey (Oh, honey)
Oh, honey (Oh, honey)
She rarely spends time with her friends
Tells me she's blue without me
When things go wrong her faith is strong
I know she'll never doubt me
Yeah, when she arrives and stands by my side
Makes me so proud to know her
High-steppin' dames with high-soundin' names
There ain't nothin' they could show her, yeah
Oh, honey (My honey)
Oh, honey (Honey, honey)
Now I just wanna thank you, baby
For givin' me a brand new start
I was goin' down, you saved me
When you let me in your lovin' heart, yeah
Oh, honey (Talkin' 'bout you, honey)
Oh, honey (Honey)
Oh, honey (Beautiful honey)
Oh, honey (You make me feel so proud, so proud, baby)
Oh, honey (I'm proud of my baby, yeah)
Oh, honey"
24/7,"Can we just sit down, have a little conversation?
Yeah, I wanna talk it out 'cause I'm all up in my feelings
I never felt this before and I just wanna feel some more
We used to keep it casual, now I wanna just be yours
Can we sit down, try to have a little conversation?
See you got me all in my head
Every day with you is like the weekend
I try to quit, but truth is I don't want to, yeah
'Cause 24/7 I'm thinking about you
24/7 I'm thinking about
You, you, you, you, you, you, you
You, you, you, you
24/7 I'm thinking about
You, you, you, you, you, you, you
You, you, you, you
24/7 I'm thinking about you
Staring at the clock, how'd I get so damn impatient?
I know you just left, but I'm missing you like crazy
I usually don't get this far, always cut 'em off before
My heart gets in too deep, I'ma let you in too deep
Now tell me, how's that for a little motivation?
See you got me all in my head
Every day with you is like the weekend
I try to quit, but truth is I don't want to, yeah
'Cause 24/7 I'm thinking about you
24/7 I'm thinking about
You, you, you, you, you, you, you
You, you, you, you
24/7 I'm thinking about
You, you, you, you, you, you, you (thinking about you, oh-oh)
You, you, you, you (no, oh-oh)
24/7 I'm thinking about you
Ah, ah, ah, ah, ah, ah, ah
I've been thinking about you
You have me still thinking about you, oh my
Thinking about you, about you, oh-oh
See you got me all in my head
And every day with you is like the weekend
I try to quit, but truth is I don't want to (I'll try, I'll try)
'Cause 24/7 I'm thinking about you
24/7 I'm thinking about you, ooh
You, you, you, you, you, you, you (you)
You, you, you, you
24/7 I'm thinking about you
You, you, you, you, you, you, you (you)
You, you, you, you
24/7 I'm thinking about
You, you, you, you, you, you, you (you, you, you)
You, you, you, you
24/7 I'm thinking about you"
Dragostea Din Tei - Original Romanian Version,"Ma-Ya-Hi
Ma-Ya-Hu
Ma-Ya-Ho
Ma-Ya-Ha Ha
Ma-Ya-Hi
Ma-Ya-Hu
Ma-Ya-Ho
Ma-Ya-Ha Ha
Hello, Salute, it's me, your Duke
And I made something that's real
To show you how I feel
Hello, Hello, it's me Picasso
I will paint my words of love
With your name on every wall
When you leave my colors fade to gray
Whoa I whoa I aaa
Whoa I whoa I whoa I aaa
Every word of love I used to say
Now I paint it everyday
When you leave my colors fade to gray
Hey, little lover stay
Or all my colors fade away
Every word of love I used to say
Now I paint it every day
I sold my strings, my songs, and dreams
And I bought some paints to match the colors of my love
Hello, Hello, it's me again, Picasso
I will spray my words of my love
With your name on every wall
When you leave my colors fade to gray
Whoa I whoa I aaa
Whoa I whoa I whoa I aaa
Every word of love I used to say
Now I paint it everyday
When you leave my colors fade to gray
Hey, little lover stay
Or all my colors fade away
Every word of love I used to say
Now I paint it everyday
Ma-Ya-Hi
Ma-Ya-Hu
Ma-Ya-Ho
Ma-Ya-Ha Ha
Ma-Ya-Hi
Ma-Ya-Hu
Ma-Ya-Ho
Ma-Ya-Ha Ha
Ma-Ya-Hi
Ma-Ya-Hu
Ma-Ya-Ho
Ma-Ya-Ha Ha
Ma-Ya-Hi
Ma-Ya-Hu
Ma-Ya-Ho
Ma-Ya-Ha Ha
When you leave my colors fade to gray
Whoa I whoa I aaa
Whoa I whoa I whoa I aaa
Every word of love I used to say
Now I paint it everyday
When you leave my colors fade to gray
Hey, little lover stay
Or all my colors fade away
Every word of love I used to say
Now I paint it everyday"
New York Raining,"Miles from home, my style has grown
Sick of getting played like a xylophone
My instrument is me with thousands of bones
Wilin', I just wanna zone
My mama knows
I need a chick to be kinda dope
Smile a lot, give a lot of (dome)
Only to me, spoil me with your bad (ass)
You're like royalty, baby, catch that
See the rain is makin' me feel painless
This relationship is so dangerous
If they find out, what will they make of it
So I say that every kiss like a sanction
You ain't missin' a thing
With other niggas who sing
I need cash just to give you a ring
Love at first sight, but it was blocked by pain
So for you, I'll exceed the top 5 in the game
In the city lights
I swear I hear you call my name (call my name)
There's nothing right
I'm stuck here while you're miles away (miles away)
In New York raining
In New York raining
It's too much my babe I need you
It's too much my babe I need you
Red wine and cheese before bed time
You and I fell in love is the headline
Instead of whinin' about what I've been findin'
I stay silent and let you chime in
You want me to talk?, fine then
Someone broke your heart?
Let me find them
But I hate fights and now I got stage fright
Until I'm at your place at the late night
You make me smile, stop doing that
A lot is on my mind when I rap, in fact
You are a lot, I guess I rap for you
Needless to say, the (sex) is magical
After you, chivalry I have to do
I love it when you catch an attitude
I want to tease you just to laugh at you
So that make up (sex) could be a faster move
C'mon!
In the city lights
I swear I hear you call my name (call my name)
There's nothing right
I'm stuck here while you're miles away (miles away)
In New York raining
In New York raining
It's too much my babe I need you
It's too much my babe I need you
When the rain falls down, the pain is all out
My brain, you call out my name and that's fame
I'm looking great but I still feel shame
For real it's the game
I feel insane
But when I'm with you, my feelings change
I love you, I really hope you feel the same
You know what I am, you're holdin' my hand
No one else can so I'm your man
Your palm reads bliss
What are we miss?
You are what I miss and we all need this
Love and affection is all we miss
From the world but with each other
That's all we get
I wanna hear you out, talk to me, miss
I hardly wanna slip the awesomest kiss
Call me whenever, call me forever
As long as I can call us together
I love you
In the city lights
I swear I hear you call my name (call my name)
There's nothing right
I'm stuck here while you're miles away (miles away)
In New York raining
In New York raining there's too much
My babe, I need you
There's too much, my babe I need you"
Ready (feat. Future),"
Apply major pressure my nigga
You hear me?


Money on my mind, can't take it off that shit
A nigga's got five different iPhones
I only pick it up for that grip
Any time they come around here
We ain't gonna let up on you pussy niggas
We just get ready
We just get ready
Any time they come around here
We ain't gonna let up on you pussy niggas
We just get ready


It's Ray Bands and Freebandz, we getting money
While you're hating, we're somewhere in Abu Dhabi
With Arabians G5'in, and with my posse
It's outrages, on that good Jamaican
That's right I'm too faded, you're two shaded
I'm too greedy with two ladies
Excellence I'm exuberating
I'm finna smash like two potatoes
I don't give a fuck, not even two maybes
I turn up on niggas like rutabagas
I do it daily, I do it daily
That's my swag, you should pay me
Ain't that the truth?
This is my whip, ain't that the coupe?
Hustle Gang ain't that the squad?
Bitch, act like you've got a clue
While they out here catching feelings, I'mma catch a flight or two
I just give her major pressure while she gave me major (ooooh!)


Money on my mind, can't take it off that shit
They've got five different iPhone's
Always picking up for that grip
Any time they come around here
We ain't gonna let up on you pussy niggas
We just get ready
We just get ready
Any time they come around here
We ain't gonna let up on you pussy niggas
We just get ready
We just get ready
Any time they come around here
We ain't gonna let up on you pussy niggas
We just get ready


Anything they wanna do, hell yeah I'm ready for it
Sexy bitch, just throw that back, hell yeah she's ready for it
They thought that the boy was stool, now my shit, they're checkin' for it
And your girl, she's addicted to it, I think that ho needs Betty Ford
All I heard was ""that boy's pop""
All I heard was ""that boy's not""
Top 5 on any list, but I've moved up by five slots
I'm passed one, high as fuck
I don't see niggas until I look down
I've just turned my crib in to the hookah spot
You are now welcomed to the kush lounge
So miss me with that fuckery
Girl, come here with that suckery
Ham Squad, Hustle Gang, that's that Underground Luxury
I don't mess with them fake types, I'd ban hem all, if it was up to me
Even if a bitch was a cashier, still she'd never get a buck from me


Money on my mind, can't get off that shit
They've got five different iPhones
Always picking up for that grip
Any time they come around here
We ain't gonna let up on you pussy niggas
We just get ready
We just get ready
Any time they come around here
We ain't gonna let up on you pussy niggas
We just get ready
We just get ready
Any time they come around here
We ain't gonna let up on you pussy niggas
We just get ready"
Me Olvide De Vivir,"De tanto correr por la vida sin freno
Me olvidé que la vida se vive un momento
De tanto querer ser en todo el primero
Me olvidé de vivir
Los detalles pequeños
De tanto jugar con los sentimientos
Viviendo de aplausos envueltos en sueños
De tanto gritar mis canciones al viento
Ya no soy como ayer
Ya no sé lo que siento
Me olvidé de vivir
Me olvidé de vivir
Me olvidé de vivir
Me olvidé de vivir
De tanto cantarle al amor y la vida
Me quedé sin amor una noche de un día
De tanto jugar con quien yo más quería
Perdí, sin querer
Lo mejor que tenía
De tanto ocultar la verdad con mentiras
Me engañé sin saber que era yo quien perdía
De tanto esperar, yo que nunca ofrecía
Hoy me toca llorar
Yo que siempre reía
Me olvidé de vivir
Me olvidé de vivir
Me olvidé de vivir
Me olvidé de vivir
De tanto correr por ganar tiempo al tiempo
Queriendo robarle a mis noches el sueño
De tantos fracasos, de tantos intentos
Por querer descubrir
Cada día algo nuevo
De tanto jugar con los sentimientos
Viviendo de aplausos envueltos en sueños
De tanto gritar mis canciones al viento
Ya no soy como ayer
Ya no sé lo que siento
Me olvidé de vivir
Me olvidé de vivir
Me olvidé de vivir
Me olvidé de vivir
Me olvidé de vivir
Me olvidé de vivir"
Never Sleep Alone (feat. Tess Comrie),"You know I'm tired
Of living like a ghost
God only knows
I've given more than most
I cover up scars
That emptiness has caused
When the chemicals take
Will it be me you dream of
There's a heartbeat
Somewhere
Love, I'm gonna find you there
In the darkness
Sleepless
Love, I wanna have you near
We never sleep alone
Never sleep alone
Never sleep alone
Never sleep alone
Never sleep alone
Never sleep alone
You shake me up
The moment before sleep
You're calling out
The demons inside me
And when they're gone
The hours I'm awake
I take these pills
And pray to god they'll take
There's a heartbeat
Somewhere
Love, I'm gonna find you there
In the darkness
Sleepless
Love, I wanna have you near
We never sleep alone
Never sleep alone
Never sleep alone
Never sleep alone
Never sleep alone
We never sleep alone
Never sleep alone
Never sleep alone
Never sleep alone"
Si No Vuelves,"Oh oh
Gente de Zona
Woah oh
Hoy me levanté recordándote
Aquellos besos que nos dábamos a escondidas
Hoy me levanté extrañándote, amor (amor)
Lo que yo viví contigo eso no tiene nombre
No hay duda que yo fui tu hombre
Tú la mujer (mujer) que me robó el corazón
Aunque tú no estás
Ay yo te sigo pensando
Ay yo te sigo buscando (te quiero)
Y por más que lo intento
No te puedo olvidar
Aunque tú no estas
Ay yo te sigo pensando
Ay yo te sigo buscando
Y por más que lo intento
No te puedo olvidar
Si no vuelves
Se me va la vida si no vuelves
Se me van los días si no vuelves
Se me van las noches si no vuelves
Si tú no vuelves
Si no vuelves
Se me va la vida si no vuelves
Se me van los días si no vuelves
Se me van las noches si no vuelves
Si tú no vuelves
Pa' olvidarte mami tienen que matarme
Pa' arrancarte de mí tienen que matarme
Porque tú me diste lo que me faltaba
Esos besos ricos que nadie me daba
Pa' olvidarte mami tienen que matarme
Pa' arrancarte de mí tienen que matarme
Porque tú me diste lo que me faltaba
Esos besos ricos que nadie me daba
Hace mucho tiempo que te perdí
Pero tu recuerdo sigue aquí en mi cama
No hay un instante que no piense en ti, amor
Lo que yo viví contigo eso no tiene nombre
No hay duda que yo fui tu hombre
Tú la mujer que me robó el corazón
Aunque tú no estás
Ay yo te sigo pensando
Ay yo te sigo buscando
Y por más que lo intento
No te puedo olvidar
Aunque tú no estas
Ay yo te sigo pensando
Ay yo te sigo buscando
Y por más que lo intento
No te puedo olvidar
Si no vuelves
Se me va la vida si no vuelves
Se me van los días si no vuelves
Se me van las noches si no vuelves
Si tú no vuelves
Si no vuelves
Se me va la vida si no vuelves
Se me van los días si no vuelves
Se me van las noches si no vuelves
Si tú no vuelves
Pa' olvidarte mami tienen que matarme
Pa' arrancarte de mí tienen que matarme
Porque tú me diste lo que me faltaba
Esos besos ricos que nadie me daba
Pa' olvidarte mami tienen que matarme
Pa' arrancarte de mí tienen que matarme
Porque tú me diste lo que me faltaba
Esos besos ricos que nadie me daba
Gente de Zona
(Woah oh) Mejor que suene ahora
(Woah oh) Yo te lo dije
(Woah oh)
(Woah oh) Randy Malcom
(Woah oh) Oye
(Woah oh) Alexander El Monarca
(Woah oh) dejándote la marca
Woah oh
Woah oh
Woah oh
Woah oh
"
A Casual Look,"
Dut da da dut
(Dut da da da da da dut)


A casual look (Dut da da da da da dut da dut)
A little wink (Dut da da da da da dut da dut)
Can reveal (Dut da da da da da dut da dut)
Just what you think (Dut da da da da da dut da dut)
So don't be shy (Dut da da da da da dut da dut)
Don't even cry (Dut da dut da dut)
For I am your guy
I am your guy
A soldier boy (Dut da da da da da dut da dut)
When he proposed (Dut da da da da da dut da dut) (baby please)
She said ""no"" (Dut da da da da da dut da dut) (oh come on baby)
His face just froze (Dut da da da da da dut da dut)
You know she loved him (Dut da da da da da dut da dut)
But was so young (Dut da da da da da dut da dut)
Can't marry no one (Dut da da da da da dut da dut)
Oh darling can't you see
That I'm going overseas
For two, three, four years
Don't know how long it will be
So hear hear my plea
And come marry, marry me
Before it's too late
And so with a smile (Dut da da da da da dut da dut)
We walked down the aisle (Dut da da da da da dut da dut)
She in her wedding dress (Dut da da da da da dut dut)
A vision of happiness (Dut da da da da da dut dut)
And just to think (Dut da da da da da dut dut)
All it took (Dut da da da da da dut dut)
Was a casual look (Dut da da da da da dut dut)
"
Paradies,"Sitz' im Benz, roll' ein' auf, ich hab' alles, was du brauchst
Weißer Staub, Nase taub, uns're Jungs sind alle drauf
Voll auf Hass, aggressiv, Tasche platzt, bin aktiv
Ganze Nacht, auf dem Kiez, wir fahren schwarz ins Paradies
Vielleicht war es die Erziehung oder meine Gene
Kapseln in der Tasche, so wie Haifischzähne (haha)
Polizeisirenen, Wodka für meine Seele (Wodka)
Pushe Kilos durch die Stadt, bis es Scheine regnet (uh)
Ein paar Unzen Gold in meiner Schmuckvitrine (uh)
Der Block ist lukrativ wie eine Kupfermiene
Hab' Stoff im Zula liegen, wir sind grundverschieden
Jeden Tag am Sandsack, ich bin jung geblieben (hahaha)
Sechshundert-Watt-Lampen, Blütephase
TÜV-geprüfter Haze, Eins-a-Güteklasse
Scharfe Waffe, bin versichert bei der Übergabe (Übergabe)
Tüten stapeln auf der Küchenwaage
Sitz' im Benz, roll' ein' auf, ich hab' alles, was du brauchst
Weißer Staub, Nase taub, uns're Jungs sind alle drauf
Voll auf Hass, aggressiv, Tasche platzt, bin aktiv
Ganze Nacht, auf dem Kiez, wir fahren schwarz ins Paradies
Sitz' im Benz, roll' ein' auf, ich hab' alles, was du brauchst
Weißer Staub, Nase taub, uns're Jungs sind alle drauf
Voll auf Hass, aggressiv, Tasche platzt, bin aktiv
Ganze Nacht, auf dem Kiez, wir fahren schwarz ins Paradies
Sky-Dweller-Roli, sitz' im Benz und es wird grün
Fick' Lizenzen, weil ich scheiß' auf Konsequenzen wie ein G (ja)
Stoned wie nie, so beliebt, ey, mein Wagen liegt so tief (oh)
Lass' sie blasen auf den Knien und hör' sie sagen, ich bin Street (haha)
Das ist der Wunderbaum mit Kokosduft (yes)
Das ist mein Leben zwischen Drogensucht und Tropfenfrucht
Hab' noch eine Dose Chocolope Plus (was?)
'N Ballermann, der ist so schwer, dass meine Hose rutscht
Gzuz ist ein Supertalent
Wenn du mich nicht kennst, ist so, als ob du 2Pac nicht kennst (haha)
Zähne Gold, geh' ihr fremd, dafür kriegt sie ein Geschenk
Soll sie gehen, wenn's ihr nicht passt, 187 ist die Gang
Sitz' im Benz, roll' ein' auf, ich hab' alles, was du brauchst
Weißer Staub, Nase taub, uns're Jungs sind alle drauf
Voll auf Hass, aggressiv, Tasche platzt, bin aktiv
Ganze Nacht, auf dem Kiez, wir fahren schwarz ins Paradies
Sitz' im Benz, roll' ein' auf, ich hab' alles, was du brauchst
Weißer Staub, Nase taub, uns're Jungs sind alle drauf
Voll auf Hass, aggressiv, Tasche platzt, bin aktiv
Ganze Nacht, auf dem Kiez, wir fahren schwarz ins Paradies
Ich hab' hundertmal neun Millimeter im Magazin
Eine davon wird dich treffen (hahahaha)
Fick' eure Weiber und schicke sie weiter
Nein, keiner von euch will mich testen
Willst du mich stressen, dann machen wir Action
Ich hänge mit Menschen, die machen kein' Spaß (nope)
Vollautomatisches Magazin ist so extended von hier bis zum Mars (pow, pow, pow)
Rauche das Gras, drücke den Benz
Hau' auf ihren Arsch, keine Pickel, sie glänzt
Auf in die Charts, ficke die Trends
Bin jeden Tag in mei'm Viertel präsent (haha)
Hundert Prozent für meine Gang
Fühle mich besser als jemals zuvor (Bonez)
So viel Geld in mei'm Schuhkarton
Ich glaub', es ist besser, ich pack's in Tresor (Cash)
Aventador ist mir zu klein
Ich bin zwei Meter und pass' da nicht rein
Kommt Polizei, ich viel zu high
Kein Führerschein, muss doch nicht sein
Reite mit Maske ein, pack' die Sachen ein
Zieh' die Waffe und keiner soll sprechen (ja)
Oder pop-pop in dein' Oberkörper
Und lassen dich einfach verrecken
Sitz' im Benz, roll' ein' auf, ich hab' alles, was du brauchst
Weißer Staub, Nase taub, uns're Jungs sind alle drauf
Voll auf Hass, aggressiv, Tasche platzt, bin aktiv
Ganze Nacht, auf dem Kiez, wir fahren schwarz ins Paradies
Sitz' im Benz, roll' ein' auf, ich hab' alles, was du brauchst
Weißer Staub, Nase taub, uns're Jungs sind alle drauf
Voll auf Hass, aggressiv, Tasche platzt, bin aktiv
Ganze Nacht, auf dem Kiez, wir fahren schwarz ins Paradies"
High Horse,"Oh, I bet you think you're John Wayne
Showing up and shooting down everybody
You're classic in the wrong way
And we all know that you know the story
'Cause everyone knows someone who kills the buzz
Everytime they open up their mouth
Yeah, everyone knows someone who knows someone
Who thinks they're cooler than everybody else
And I think we've seen enough, seen enough
To know that you ain't ever gonna come down
So why don't you giddy up, giddy up
And ride straight out of this town
You and your high horse
Mm, mm
You and your high horse
Mm, mm
I bet you think you're first place
Yeah, someone should give you a ribbon
And put you in the Hall of Fame
For all the games that you think that you're winning
""Cause everyone knows someone who kills the buzz
Everytime they open up their mouth
Yeah, everyone knows someone who knows someone
Who thinks they're cooler than everybody else
And I think we've seen enough, seen enough
To know that you ain't ever gonna come down
So why don't you giddy up, giddy up
And ride straight out of this town
You and your high horse
Mm, mm
You and your high horse
Mm, mm
Darling, you take the high horse, and I'll take the highway
Mm, mm
If you're too good for us, you'll be there riding solo
Yeah, I think we've seen enough, seen enough
To know that you ain't ever gonna come down
So why don't you giddy up, giddy up
And ride straight out of this town
You and your high horse
Mm, mm
You and your high horse
Mm, mm
High horse
Mm, mm
You ain't ever gonna come down
You ain't ever gonna come down"
Saturday Night's Alright For Fighting,"… It's getting late, have you seen my mates?
Ma, tell me when the boys get here
It's seven o'clock, and I wanna rock
Want to get a belly full of beer
… My old man's drunker than a barrel full of monkeys
And my old lady, she don't care
My sister looks cute in her braces and boots
A handful of grease in her hair
… Oh, don't give us none of your aggravation
We had it with your discipline
Oh, Saturday night's alright for fighting
Get a little action in
… Get about as oiled as a diesel train
Gonna set this dance alight
'Cause Saturday night's the night I like
Saturday night's alright, alright, alright, ooh
… Well, they're packed pretty tight in here tonight
I'm looking for a dolly who'll see me right
I may use a little muscle to get what I need
I may sink a little drink and shout out, ""She's with me""
… A couple of the sounds that I really like
Are the sounds of a switchblade and a motorbike
I'm a juvenile product of the working class
Whose best friend floats in the bottom of a glass, oh
… Don't give us none of your aggravation
We had it with your discipline
Saturday night's alright for fighting
Get a little action in
… Get about as oiled as a diesel train
Gonna set this dance alight
'Cause Saturday night's the night I like
Saturday night's alright, alright, alright, ooh
… Oh, don't give us none of your aggravation
We had it with your discipline
Saturday night's alright for fighting
Get a little action in
… Get about as oiled as a diesel train
Gonna set this dance alight
'Cause Saturday night's the night I like
Saturday night's alright, alright, alright, ooh
… Saturday, Saturday, Saturday
Saturday, Saturday, Saturday
Saturday, Saturday
Saturday night's alright
… Saturday, Saturday, Saturday
Saturday, Saturday, Saturday
Saturday, Saturday
Saturday night's alright
… Saturday, Saturday, Saturday
Saturday, Saturday, Saturday
Saturday, Saturday
Saturday night's alright, whoo"
